sentence,difficulty,num_chars,num_words,avg_word_length,num_stopwords,ratio_num_words_over_stopwords,PRON,AUX,ADP,SCONJ,PUNCT,num_words_before_first_verb,VERB,ADJ,ADV,,NOUN,DET,CCONJ,PER,PART,INTJ,MISC,PROPN,LOC,ORG,NUM,X,Text_english_translation,hamming,hamming_normalized_similarity,levenshtein,levenshtein_normalized_similarity,jaro_winkler,jaccard,sorensen
C'est loin de Paris ça !,A1,24,6,3.1666666666666665,1.0,6.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,It&#39;s far from Paris!,23.0,0.04166666666666663,20.0,0.16666666666666663,0.5662393162393162,0.0,0.0
Ce qui est faux.,A1,16,4,3.25,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Which is wrong.,16.0,0.0,13.0,0.1875,0.4152777777777777,0.0,0.0
Elle pense à lui.,A1,17,4,3.5,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,She thinks of him.,15.0,0.16666666666666663,13.0,0.2777777777777778,0.6383442265795206,0.0,0.0
"C'est là, au bout de la rue.",A1,28,7,3.142857142857143,3.0,2.3333333333333335,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"It&#39;s there, at the end of the street.",41.0,0.0,29.0,0.29268292682926833,0.5643308814040522,0.0,0.0
Ne pas le casser.,A1,17,4,3.5,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don&#39;t break it.,18.0,0.052631578947368474,16.0,0.1578947368421053,0.500687994496044,0.0,0.0
La réponse est oui.,A1,19,4,4.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The answer is yes.,17.0,0.10526315789473684,14.0,0.26315789473684215,0.6827485380116959,0.0,0.0
C'est quoi le plat du jour s'il vous plaît ?,A1,44,10,3.5,3.0,3.3333333333333335,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,What&#39;s the special of the day please?,42.0,0.045454545454545414,34.0,0.2272727272727273,0.5852734663710274,0.0,0.0
Je suis dans ma chambre.,A1,24,5,4.0,3.0,1.6666666666666667,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I am in my bedroom.,22.0,0.08333333333333337,17.0,0.29166666666666663,0.6543441938178781,0.0,0.0
Comment allez-vous ?,A1,20,3,6.0,0.0,inf,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,How are you ?,18.0,0.09999999999999998,12.0,0.4,0.6301282051282051,0.16666666666666666,0.2857142857142857
Je vais à la gare.,A1,18,5,2.8,2.0,2.5,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I go to the station.,18.0,0.09999999999999998,17.0,0.15000000000000002,0.5314814814814816,0.0,0.0
Qu'est-ce que vous avez comme tartes ?,A1,38,7,4.571428571428571,3.0,2.3333333333333335,2.0,0.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,What do you have for pies?,37.0,0.02631578947368418,24.0,0.368421052631579,0.5827577994760658,0.0,0.0
Bien sûr que tu vas y aller.,A1,28,7,3.142857142857143,3.0,2.3333333333333335,2.0,0.0,0.0,1.0,1.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Of course you will go.,28.0,0.0,22.0,0.2142857142857143,0.5825008325008325,0.0,0.0
"Tout va bien, merci.",A1,20,4,4.25,0.0,inf,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everything is going well thank you.,34.0,0.02857142857142858,28.0,0.19999999999999996,0.5456043956043956,0.0,0.0
Je suis nouveau ici.,A1,20,4,4.25,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I am new here.,19.0,0.050000000000000044,15.0,0.25,0.5214285714285715,0.0,0.0
C'est clair.,A1,12,2,5.5,0.0,inf,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,It&#39;s clear.,15.0,0.0,10.0,0.33333333333333337,0.6916666666666668,0.0,0.0
"Il y a beaucoup de choses à faire à Paris, crois-moi.",A1,53,11,3.909090909090909,4.0,2.75,3.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"There are a lot of things to do in Paris, believe me.",46.0,0.13207547169811318,36.0,0.3207547169811321,0.6545979942206357,0.09523809523809523,0.17391304347826086
Je n'aime pas cette photo.,A1,26,5,4.4,1.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I don&#39;t like this photo.,25.0,0.1071428571428571,19.0,0.3214285714285714,0.6456043956043956,0.1111111111111111,0.2
Je ne trouve pas le livre que tu cherches.,A1,42,9,3.7777777777777777,5.0,1.8,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,I can&#39;t find the book you&#39;re looking for.,46.0,0.061224489795918324,41.0,0.16326530612244894,0.5317460317460317,0.0,0.0
"Mais aujourd'hui, il a un peu peur.",A1,35,7,4.142857142857143,2.0,3.5,1.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,But today he is a little scared.,34.0,0.02857142857142858,26.0,0.2571428571428571,0.6409722222222222,0.07692307692307693,0.14285714285714285
Est-ce que ton mari est aussi de Boston?,A1,40,8,4.125,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Is your husband from Boston too?,37.0,0.07499999999999996,30.0,0.25,0.6341485507246377,0.0,0.0
Je ne comprends pas ta question.,A1,32,6,4.5,3.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I do not understand your question.,32.0,0.05882352941176472,19.0,0.4411764705882353,0.653479326513214,0.09090909090909091,0.16666666666666666
Le chien est le meilleur ami de l'homme.,A1,40,8,4.125,3.0,2.6666666666666665,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The dog is man&#39;s best friend.,40.0,0.0,32.0,0.19999999999999996,0.5607788410419989,0.0,0.0
Je vais aller la chercher,A1,25,5,4.2,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I&#39;ll go get her,25.0,0.0,17.0,0.31999999999999995,0.4630799220272905,0.0,0.0
"Oui, ça sera tout ?",A1,19,5,3.0,1.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Yes, will that be all?",18.0,0.18181818181818177,17.0,0.2272727272727273,0.6301680775364986,0.0,0.0
"Un instant, s'il vous plaît.",A1,28,5,4.8,1.0,5.0,2.0,0.0,0.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One moment please.,25.0,0.1071428571428571,21.0,0.25,0.5770803270803271,0.0,0.0
Elle a ouvert la porte de la maison.,A1,36,8,3.625,3.0,2.6666666666666665,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,She opened the door to the house.,34.0,0.05555555555555558,27.0,0.25,0.6038720538720539,0.0,0.0
Quoi !,A1,6,2,2.5,0.0,inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,What!,6.0,0.0,5.0,0.16666666666666663,0.45555555555555555,0.0,0.0
Il y a de la neige à la montage.,A1,32,9,2.6666666666666665,5.0,1.8,2.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,There is snow in the mountains.,31.0,0.03125,23.0,0.28125,0.5470430107526881,0.0,0.0
Pourquoi on ne peut pas entrer dans la chambre ?,A1,48,10,3.9,5.0,2.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Why can&#39;t we go into the bedroom?,46.0,0.04166666666666663,38.0,0.20833333333333337,0.5553352265308787,0.0,0.0
Qu'est-ce que vous mangez pour le petit-déjeuner ?,A1,50,8,5.375,4.0,2.0,2.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,What do you eat for breakfast?,49.0,0.020000000000000018,37.0,0.26,0.4983006535947713,0.0,0.0
Je ne suis jamais content.,A1,26,5,4.4,2.0,2.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I am never happy.,24.0,0.07692307692307687,22.0,0.15384615384615385,0.5242835595776772,0.0,0.0
C'est très difficile.,A1,21,3,6.333333333333333,0.0,inf,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,It&#39;s very difficult.,23.0,0.04166666666666663,14.0,0.41666666666666663,0.7261904761904763,0.0,0.0
Juste un peu.,A1,13,3,3.6666666666666665,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Just a little bit.,14.0,0.2222222222222222,11.0,0.38888888888888884,0.64494301994302,0.0,0.0
"Oui, elle est grande. Mais le lit est petit.",A1,44,9,4.0,4.0,2.25,1.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Yes, she is tall. But the bed is small.",39.0,0.11363636363636365,29.0,0.34090909090909094,0.7041068250745669,0.0,0.0
Et c'est efficace ?,A1,19,4,4.0,0.0,inf,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,And is it effective?,19.0,0.050000000000000044,12.0,0.4,0.7408521303258144,0.0,0.0
Vous avez des enfants ?,A1,23,5,3.8,2.0,2.5,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Do you have children?,22.0,0.04347826086956519,18.0,0.21739130434782605,0.5866114561766734,0.0,0.0
"Merci, c'est gentil.",A1,20,3,6.0,0.0,inf,1.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Thanks, that&#39;s nice.",23.0,0.04166666666666663,20.0,0.16666666666666663,0.5388888888888889,0.0,0.0
Je suis en vacances !,A1,21,5,3.4,2.0,2.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I am on holiday !,20.0,0.04761904761904767,15.0,0.2857142857142857,0.5338468720821662,0.1111111111111111,0.2
C'est très simple !,A1,19,4,4.0,0.0,inf,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,It is very simple !,9.0,0.5263157894736843,9.0,0.5263157894736843,0.7055137844611529,0.2857142857142857,0.4444444444444444
Moi c'est Pierre.,A1,17,3,5.0,0.0,inf,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Me is Pierre.,16.0,0.05882352941176472,6.0,0.6470588235294117,0.9063348416289593,0.2,0.3333333333333333
Elle est grande !,A1,17,4,3.5,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,She is tall !,16.0,0.05882352941176472,10.0,0.4117647058823529,0.6294620412267471,0.14285714285714285,0.25
Je ne parle pas bien français.,A1,30,6,4.166666666666667,2.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I do not speak French well.,30.0,0.0,23.0,0.23333333333333328,0.5740740740740741,0.0,0.0
Rien d'autre.,A1,13,2,6.0,0.0,inf,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nothing else.,11.0,0.15384615384615385,11.0,0.15384615384615385,0.5897435897435898,0.0,0.0
Tout est prêt.,A1,14,3,4.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everything is ready.,20.0,0.0,16.0,0.19999999999999996,0.47380952380952374,0.0,0.0
On ne peut pas utiliser son portable et il n'est pas permis de manger,A1,69,14,4.0,7.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You cannot use your cell phone and you are not allowed to eat,63.0,0.08695652173913049,55.0,0.2028985507246377,0.6287486578225692,0.0,0.0
"Oui, je me doute.",A1,17,4,3.5,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes I think.,17.0,0.0,14.0,0.17647058823529416,0.50359477124183,0.0,0.0
"Non, Je ne parle pas français.",A1,30,6,4.166666666666667,2.0,3.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"No, I do not speak french.",27.0,0.09999999999999998,18.0,0.4,0.6529914529914529,0.0,0.0
Je reste en famille.,A1,20,4,4.25,1.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I stay with my family.,21.0,0.045454545454545414,14.0,0.36363636363636365,0.6227272727272727,0.0,0.0
Que faire à Paris ?,A1,19,5,3.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,What to do in Paris?,20.0,0.0,12.0,0.4,0.6327485380116958,0.0,0.0
Peux-tu m'aider?,A1,16,2,7.5,0.0,inf,1.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Can you help me?,13.0,0.1875,13.0,0.1875,0.4083333333333334,0.0,0.0
"En été, j'aime faire de la randonnée et vous, que faites-vous le soir en hiver ?",A1,80,16,4.0625,6.0,2.6666666666666665,3.0,1.0,3.0,1.0,4.0,5.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"In the summer I like to hike and you, what do you do in the evening in the winter?",74.0,0.09756097560975607,58.0,0.29268292682926833,0.6738856796462702,0.0,0.0
Il va à l'école des petits.,A1,27,6,3.6666666666666665,2.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,He goes to the children&#39;s school.,34.0,0.08108108108108103,28.0,0.2432432432432432,0.5880880880880881,0.0,0.0
Je voudrais un café s'il-vous-plaît !,A1,37,6,5.333333333333333,1.0,6.0,4.0,1.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I would like a coffee please!,31.0,0.16216216216216217,27.0,0.2702702702702703,0.6100652376514445,0.0,0.0
Très bien !,A1,11,3,3.0,0.0,inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very good !,8.0,0.2727272727272727,8.0,0.2727272727272727,0.5757575757575758,0.2,0.3333333333333333
"Il est tard, je rentre chez moi.",A1,32,7,3.7142857142857144,2.0,3.5,3.0,1.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"It&#39;s late, I&#39;m going home.",32.0,0.05882352941176472,27.0,0.20588235294117652,0.5771736326109391,0.0,0.0
Je vais prendre le premier.,A1,27,5,4.6,1.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I&#39;ll take the first one.,27.0,0.0357142857142857,23.0,0.1785714285714286,0.541005291005291,0.0,0.0
Quelle heure il est ?,A1,21,5,3.4,2.0,2.5,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,What time is it ?,17.0,0.19047619047619047,13.0,0.38095238095238093,0.5881419234360411,0.1111111111111111,0.2
Il ne reste pas seul chez lui ce soir,A1,37,9,3.2222222222222223,4.0,2.25,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,He doesn&#39;t stay home alone tonight,35.0,0.07894736842105265,30.0,0.21052631578947367,0.5052420841894526,0.0,0.0
C'est magique pour les enfants.,A1,31,5,5.4,2.0,2.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,It&#39;s magic for children.,29.0,0.06451612903225812,23.0,0.25806451612903225,0.633352534562212,0.0,0.0
Comment vas-tu ?,A1,16,3,4.666666666666667,0.0,inf,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,How are you ?,14.0,0.125,11.0,0.3125,0.5634157509157509,0.16666666666666666,0.2857142857142857
Je suis très belle.,A1,19,4,4.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I am very beautiful.,20.0,0.0,17.0,0.15000000000000002,0.5884370015948964,0.0,0.0
"Pour aller à la mairie, s'il vous plaît ?",A1,41,9,3.6666666666666665,3.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"To go to town hall, please?",39.0,0.04878048780487809,31.0,0.24390243902439024,0.5637741998335016,0.0,0.0
Je prends le train.,A1,19,4,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I take the train.,18.0,0.052631578947368474,10.0,0.4736842105263158,0.6510929730743972,0.14285714285714285,0.25
C'est un hôtel au bord de la mer,A1,32,8,3.125,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,It&#39;s a hotel by the sea,31.0,0.03125,24.0,0.25,0.6222539941902688,0.0,0.0
Je ne trouve pas la rue du marché.,A1,34,8,3.375,4.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I can&#39;t find the market street.,34.0,0.02857142857142858,28.0,0.19999999999999996,0.5602093468966535,0.0,0.0
Il fait un temps magnifique et nous avons des milliers de choses à faire !,A1,74,15,4.0,7.0,2.142857142857143,2.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The weather is great and we have thousands of things to do!,69.0,0.06756756756756754,57.0,0.22972972972972971,0.6569399908382959,0.0,0.0
"Ce qui me plaît surtout, c'est le silence de la montagne.",A1,57,11,4.2727272727272725,5.0,2.2,4.0,1.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,What pleases me above all is the silence of the mountains.,53.0,0.08620689655172409,37.0,0.3620689655172413,0.7071532017085556,0.1,0.18181818181818182
"Ca va, merci. Et toi ?",A1,22,6,2.8333333333333335,1.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,I&#39;m ok thanks. And you ?,28.0,0.0,21.0,0.25,0.54004329004329,0.09090909090909091,0.16666666666666666
"Entre les deux, il y a le gris : c'est un mélange de blanc et de noir.",A1,70,17,3.176470588235294,8.0,2.125,4.0,1.0,3.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Between the two, there is gray: it is a mixture of white and black.",63.0,0.09999999999999998,51.0,0.27142857142857146,0.6801847903340441,0.03333333333333333,0.06451612903225806
Ne regardez pas le livre.,A1,25,5,4.2,2.0,2.5,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Do not look at the book.,21.0,0.16000000000000003,19.0,0.24,0.4677777777777778,0.0,0.0
Je voudrais la clé s'il vous plaît.,A1,35,7,4.142857142857143,2.0,3.5,3.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,I would like the key please.,32.0,0.08571428571428574,24.0,0.3142857142857143,0.5799719887955183,0.0,0.0
"Le jeudi et le vendredi, je reste chez moi et je travaille à la maison",A1,70,15,3.7333333333333334,8.0,1.875,3.0,0.0,2.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thursday and Friday I stay home and work from home,68.0,0.02857142857142858,55.0,0.2142857142857143,0.5428571428571428,0.0,0.0
C'était super !,A1,15,3,4.333333333333333,0.0,inf,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,It was great !,14.0,0.06666666666666665,11.0,0.2666666666666667,0.6735449735449736,0.16666666666666666,0.2857142857142857
"Bonjour, ça va ?",A1,16,4,3.25,0.0,inf,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Hello how are you ?,17.0,0.10526315789473684,14.0,0.26315789473684215,0.5986842105263158,0.125,0.2222222222222222
Tu ne trouves pas ça difficile ?,A1,32,7,3.7142857142857144,2.0,3.5,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don&#39;t you find it difficult?,29.0,0.09375,22.0,0.3125,0.5698529411764706,0.0,0.0
Il faut savoir tout faire.,A1,26,5,4.4,0.0,inf,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You have to know how to do everything.,38.0,0.0,28.0,0.26315789473684215,0.5329790823211876,0.0,0.0
Je ne trouve pas mes clés de maison.,A1,36,8,3.625,4.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I can&#39;t find my house keys.,32.0,0.11111111111111116,27.0,0.25,0.5558893808419425,0.0,0.0
