Text,Difficulty,Text_english_translation
"Madame Sanchez va passer prendre un gâteau au chocolat vers 10 h, elle a déjà payé (le ticket de caisse est près du téléphone).",A2,"Madame Sanchez is going to pick up a chocolate cake around 10 a.m., she has already paid (the receipt is near the phone)."
Le gâteau est dans le frigo.,A2,The cake is in the fridge.
"Mélangez le lait, la crème, les jaunes d’œufs et le sucre.",A2,"Mix the milk, cream, egg yolks and sugar."
"Ajoutez des morceaux de fraises, bananes, oranges, etc.",A2,"Add pieces of strawberries, bananas, oranges, etc."
Versez la préparation dans la machine.,A2,Pour the preparation into the machine.
"Appuyez sur le bouton « Marche », en bas à droite de la machine.",A2,Press the &quot;Start&quot; button at the bottom right of the machine.
"Mixez 4 minutes 30 maximum, sinon la glace devient trop dure.",A2,"Mix 4 minutes 30 maximum, otherwise the ice cream becomes too hard."
Éteignez la machine et nettoyez-la à l’eau chaude.,A2,Switch off the machine and clean it with hot water.
"Jacques Le Cornec, le maire de Brest, a fêté samedi l’ouverture d’un nouveau musée, créé par Jean Jumel, un passionné de petits trains depuis qu’il a 5 ans.",A2,"Jacques Le Cornec, the mayor of Brest, celebrated on Saturday the opening of a new museum, created by Jean Jumel, a small train enthusiast since he was 5 years old."
"Dans ce musée, vous pouvez voir 10 trains électriques qui se déplacent dans de magnifiques décors, mais aussi des films sur l’histoire des trains français.",A2,"In this museum, you can see 10 electric trains that move in magnificent settings, but also films on the history of French trains."
"Et le premier samedi de chaque mois, venez rencontrer des conducteurs de train !",A2,"And on the first Saturday of each month, come and meet the train conductors!"
Ce lieu peut plaire aux personnes de 2 à 100 ans !,A2,This place can appeal to people from 2 to 100 years old!
Deux jeunes en formation à l’université de Brest ont aidé Jean à réunir les 10 000 € nécessaires à la réalisation du projet.,A2,"Two young people in training at the University of Brest helped Jean to raise the € 10,000 needed for the project."
"Ouvert du mardi au samedi, d’avril à septembre.",A2,"Open Tuesday to Saturday, April to September."
Pensez à prendre rendez-vous.,A2,Remember to make an appointment.
Surtout éviter d'y penser.,A2,Especially avoid thinking about it.
"Il faut le faire, mais ça prendra du temps.",A2,"We have to do it, but it will take time."
Rien ne vaut un bon livre !,A2,Nothing beats a good book!
Ils adoraient tous les deux la montagne.,A2,They both loved the mountains.
"Vous avez entre 14 et 18 ans, vous savez jouer d’un instrument de musique (piano, violon, guitare, tambour ou autre) ou vous aimez chanter, alors nous vous invitons à participer.",B1,"You are between 14 and 18 years old, you know how to play a musical instrument (piano, violin, guitar, drum or other) or you like to sing, then we invite you to participate."
"Huit projets vont être sélectionnés pour la finale québécoise, du 19 au 22 avril, au centre culturel de l’université de Sherbrooke.",B1,"Eight projects will be selected for the Quebec final, from April 19 to 22, at the cultural center of the University of Sherbrooke."
"Le spectacle et l’exploration du monde à travers des sujets inédits et des reportages étonnants: revivre la conquête de l’Everest, découvrir la vie d’un ado sous la Révolution.",B1,"The spectacle and the exploration of the world through new subjects and amazing reports: relive the conquest of Everest, discover the life of a teenager under the Revolution."
"Pour un jeune informaticien, c’est la possibilité de développer ses premiers contacts professionnels et intéresser de futurs employeurs.",B1,"For a young IT specialist, it is the opportunity to develop his first professional contacts and interest future employers."
"Mais un conseil: après l’inscription sur des sites internet professionnels, le candidat doit garder sa page active pour prouver ses capacités informatiques.",B1,"But a word of advice: after registering on professional websites, the candidate must keep his page active to prove his computer skills."
Le directeur du festival a annoncé jeudi dernier la liste officielle des films choisis pour le concours : 1779 films – un chiffre plus important chaque année – ont été proposés mais seulement cinquante-quatre films originaires de vingt-six pays vont être présentés au final.,B1,"The festival director announced last Thursday the official list of films chosen for the competition: 1,779 films - a higher figure each year - have been submitted but only fifty-four films from twenty-six countries will be presented in the end."
"Depuis sa création, le 20 septembre 1946, pour fêter la fin de la guerre, cette fête du cinéma conduit toujours plus d’acteurs et de cinéastes sur le tapis rouge, heureux de monter les vingt-quatre marches devant les appareils photos des journalistes du monde entier.",B1,"Since its creation on September 20, 1946, to celebrate the end of the war, this film festival has brought more and more actors and filmmakers to the red carpet, happy to climb the twenty-four steps in front of the cameras of journalists from the whole world."
"Facilement reconnaissables grâce à leurs tee-shirts vert anis et les coupe-vent orange, les 55 saisonniers ambassadeurs parlent 15 langues à eux tous et connaissent parfaitement la capitale.",B1,"Easily recognizable thanks to their anise green t-shirts and orange windbreakers, the 55 seasonal ambassadors speak 15 languages to them all and know the capital perfectly."
"Lui, brun aux yeux noirs, signe particulier : marche à quatre pattes et tire la langue.",B1,"Him, dark-haired with black eyes, special sign: walks on all fours and sticks out his tongue."
"Elle, jeune, sportive, en jogging noir, profession : éducatrice de chiens guides d’aveugles.",B1,"She, young, athletic, in black jogging, profession: educator of guide dogs for the blind."
"En cette fin de matinée, Djengo, jeune chien d’un an et demi, est au travail.",B1,"At the end of the morning, Djengo, a young dog of a year and a half, is at work."
"Alexiane Da Silva l’a emmené sur une piste d’entraînement pour les chiens guides, un parcours qui reproduit les difficultés rencontrées dans la ville.",B1,"Alexiane Da Silva took him on a training track for guide dogs, a course which reproduces the difficulties encountered in the city."
Un chien comme Djengo est éduqué (ou dressé) pour accompagner une personne aveugle ou qui voit mal et pour l’aider dans ses déplacements quotidiens.,B1,A dog like Djengo is educated (or trained) to accompany a person who is blind or who sees badly and to help him in his daily movements.
"Petit, il vivra d’abord dans une famille d’accueil qui lui donnera une première éducation.",B1,"As a child, he will first live with a foster family which will give him an initial education."
"Avec elle, il apprendra qu’il ne faut pas aboyer sans raison, monter sur les canapés ou entrer dans les chambres.",B1,"With her, he will learn that one should not bark for no reason, climb on sofas or enter bedrooms."
"Pendant les promenades, le jeune chien s’habituera aux bruits de la ville, aux transports et aux magasins.",B1,"During walks, the young dog will get used to the noises of the city, transport and shopping."
Il apprendra à ne pas courir après un ballon ou à ne pas avoir peur du klaxon des voitures.,B1,He will learn not to run after a ball or not to be afraid of the horn of cars.
"À l’âge d’un an, il entrera dans une école pour suivre une formation pendant six à huit mois.",B1,"At the age of one, he will enter a school for training for six to eight months."
"À la fin de sa formation, le chien saura parfaitement guider dans environ cinquante situations différentes et il pourra comprendre autant d’ordres.",B1,"At the end of his training, the dog will be able to guide perfectly in about fifty different situations and he will be able to understand as many commands."
"Alexiane Da Silva explique : le chien commence par apprendre les directions, aller tout droit, à droite, à gauche, faire demi-tour.",B1,"Alexiane Da Silva explains: the dog starts by learning the directions, go straight, right, left, turn around."
"Il apprend ensuite tout ce qui concerne “ la recherche ”, c’est-à-dire savoir trouver et identifier les passages piétons, les pistes cyclables et les rues, s’arrêter devant les portes ou les escaliers, savoir éviter les difficultés, monter dans les transports, etc.",B1,"He then learns everything related to “research”, that is to say knowing how to find and identify pedestrian crossings, cycle paths and streets, stop in front of doors or stairs, know how to avoid difficulties, climb in transport, etc."
Mais le chien n’est pas le seul à apprendre !,B1,But the dog is not the only one to learn!
Son futur maître doit également faire un stage de formation.,B1,His future master must also do a training course.
Le maître et le chien doivent bien se connaître mais aussi et surtout bien se comprendre.,B1,The owner and the dog must know each other well but also and above all understand each other well.
"Par exemple, lorsque le chien signale quelque chose, le maître doit comprendre le sens.",B1,"For example, when the dog signals something, the owner must understand the meaning."
"De plus, ce dernier doit apprendre à bien tenir son chien pour permettre à l’animal de bien le conduire.",B1,"In addition, the latter must learn to hold his dog well to allow the animal to lead him well."
"C’est ce qu’a appris Hervé Brassier qui pourrait parler pendant des heures de son chien guide, Indigo.",B1,"This is what Hervé Brassier learned, who could talk for hours about his guide dog, Indigo."
Ce chien m’apporte beaucoup de bonheur.,B1,This dog brings me a lot of happiness.
Je suis complètement en sécurité car j’ai une entière confiance en lui.,B1,I am completely safe because I have complete confidence in him.
"Enfin, il faut savoir que l’éducation complète d’un chien guide coûte très cher et qu’en France, les dix écoles sont entièrement financées par des dons.",B1,"Finally, you should know that the complete education of a guide dog is very expensive and that in France, the ten schools are entirely funded by donations."
"C’est donc grâce à la générosité du grand public que, chaque année, près de 200 chiens trouvent un maître à guider.",B1,"It is therefore thanks to the generosity of the general public that, each year, nearly 200 dogs find a master to guide."
